Original Dataset,Operated by:,Dataset Description,PROGRAM,SITE NAME,HOURS OF OPERATION,PHONE,LOCATION,FAX,Fax 2,Phone 2,Phone 3,Phone 4,Phone 5,ADMIN,COUNTY,EMAIL,CATEGORY,Website,Additional information,Additional information - 2
http://data.illinois.gov/Social-Healthcare/IEMA-Dental-Facilities-in-Illinois/678e-ivxs,Illinois,Dental facilities in Illinois who currently posses radiation producing equipment (x-ray or laser).,,"Hagstrom, Carl, D.D.S.",,,"208 US Hwy Fox Lake
IL 60020-1928
(42.39166699963249, -88.18247100003646)",,,,,,,"Carl B. Hagstrom, D.D.S.",Lake,iidem3@sbcglobal.net,Dentist,,,
http://data.illinois.gov/Social-Healthcare/IEMA-Dental-Facilities-in-Illinois/678e-ivxs,Illinois,Dental facilities in Illinois who currently posses radiation producing equipment (x-ray or laser).,,Manus Dental Fox Lake,,,"1394 Route Fox Lake
IL 60020-1949
(42.38075299995114, -88.1723130001447)",,,,,,,"Linda Young, Office Manager",Lake,foxlake@manushealth.com,Dental Clinic,,,
http://data.illinois.gov/Social-Healthcare/IEMA-Dental-Facilities-in-Illinois/678e-ivxs,Illinois,Dental facilities in Illinois who currently posses radiation producing equipment (x-ray or laser).,,CD and L Dental Associates,,,"1250 US Rte Fox Lake
IL 60020-1950
(42.381760999670576, -88.173158999588)",,,,,,,"Daniel Choo, Owner",Lake,coldental.1250@gmail.com,Dental Clinic,,,
http://data.illinois.gov/Social-Healthcare/IEMA-Dental-Facilities-in-Illinois/678e-ivxs,Illinois,Dental facilities in Illinois who currently posses radiation producing equipment (x-ray or laser).,,"Zgoba, Michael, D.D.S.",,,"206 Highway Fox River Grove
IL 60021-1095
(42.19952560574135, -88.2220509582447)",,,,,,,"Michael Zgoba, D.D.S.",McHenry,frgdental@sbcglobal.net,Dentist,,,
http://data.illinois.gov/Social-Healthcare/IEMA-Dental-Facilities-in-Illinois/678e-ivxs,Illinois,Dental facilities in Illinois who currently posses radiation producing equipment (x-ray or laser).,,"Simkovic, Oleg M., D.D.S.",,,"500 School Dr Fox River Grove
IL 60021-1126
(42.19587588950032, -88.21494755895912)",,,,,,,"Oleg M. Simkovic, D.D.S.",McHenry,,Dentist,,,
http://data.illinois.gov/Social-Healthcare/IEMA-Dental-Facilities-in-Illinois/678e-ivxs,Illinois,Dental facilities in Illinois who currently posses radiation producing equipment (x-ray or laser).,,"Hardy, Rachelle D., D.D.S.",,,"912 Hwy Fox River Grove
IL 60021-1925
(42.19287893112201, -88.20903563917504)",,,,,,,"Rachelle D. Hardy, D.D.S.",McHenry,rachelle@markverone.com,Dentist,,,
http://data.illinois.gov/Social-Healthcare/IEMA-Dental-Facilities-in-Illinois/678e-ivxs,Illinois,Dental facilities in Illinois who currently posses radiation producing equipment (x-ray or laser).,,"Reader, John, D.D.S.",,,"960 State Route Fox River Grove
IL 60021-1953
(42.19378299958595, -88.20792700033064)",,,,,,,"John Reader, D.D.S.",McHenry,,Dentist,,,
http://data.illinois.gov/Social-Healthcare/IEMA-Dental-Facilities-in-Illinois/678e-ivxs,Illinois,Dental facilities in Illinois who currently posses radiation producing equipment (x-ray or laser).,,Savin Dental Associates,,,"650 Vernon Ave
Glencoe, IL 60022-1665
(42.132866094962495, -87.75869315413694)",,,,,,,"David A. Savin, D.D.S.",Cook,savindentalassoc@gmail.com,Dental Clinic,,,
http://data.illinois.gov/Social-Healthcare/IEMA-Dental-Facilities-in-Illinois/678e-ivxs,Illinois,Dental facilities in Illinois who currently posses radiation producing equipment (x-ray or laser).,,"Lakeshore Dental, Inc.",,,"630 Vernon Ave
Glencoe, IL 60022-1684
(42.13240246144043, -87.75830320622448)",,,,,,,"Michael P. Bobrow, D.D.S.",Cook,mmarge@aol.com,Dental Clinic,,,
http://data.illinois.gov/Social-Healthcare/IEMA-Dental-Facilities-in-Illinois/678e-ivxs,Illinois,Dental facilities in Illinois who currently posses radiation producing equipment (x-ray or laser).,,Lippitz Orthodontics,,,"650 Vernon Ave
Glencoe, IL 60022-2617
(42.132866094962495, -87.75869315413694)",,,,,,,"Stefen J. Lippitz, D.D.S.",Cook,Slippitz@aol.com,Dental Clinic,,,
http://data.illinois.gov/Social-Healthcare/IEMA-Dental-Facilities-in-Illinois/678e-ivxs,Illinois,Dental facilities in Illinois who currently posses radiation producing equipment (x-ray or laser).,,"Asplund, Joan I., D.D.S.",,,"642 Glenview
IL 60025-0642
(42.06891065475896, -87.77568097670543)",,,,,,,"Joan I. Asplund, D.D.S.",Cook,,Dentist,,,
http://data.illinois.gov/Social-Healthcare/IEMA-Dental-Facilities-in-Illinois/678e-ivxs,Illinois,Dental facilities in Illinois who currently posses radiation producing equipment (x-ray or laser).,,Glenbrook Family Dental,,,"2823 Pfingsten Rd
Glenview, IL 60025-1153
(42.06840044251185, -87.84936116642216)",,,,,,,"Najung Kim, D.D.S.",Cook,,Dental Clinic,,,
http://data.illinois.gov/Social-Healthcare/IEMA-Dental-Facilities-in-Illinois/678e-ivxs,Illinois,Dental facilities in Illinois who currently posses radiation producing equipment (x-ray or laser).,,Glenview Dental Excellence,,,"2222 Chestnut Ave
Glenview, IL 60025-1608
(42.08745555096212, -87.8118160602769)",,,,,,,"William J. Cohen, D.D.S.",Cook,smiles2u@interaccess.com,Dental Clinic,,,
http://data.illinois.gov/Social-Healthcare/IEMA-Dental-Facilities-in-Illinois/678e-ivxs,Illinois,Dental facilities in Illinois who currently posses radiation producing equipment (x-ray or laser).,,"Bloom, Eric N., D.D.S.",,,"2300 Lehigh Ave
Glenview, IL 60025-1692
(42.08782988590188, -87.81203357486751)",,,,,,,"Eric N. Bloom, D.D.S.",Cook,iahawksdds@yahoo.com,Dentist,,,
http://data.illinois.gov/Social-Healthcare/IEMA-Dental-Facilities-in-Illinois/678e-ivxs,Illinois,Dental facilities in Illinois who currently posses radiation producing equipment (x-ray or laser).,,Super Dental Family Center,,,"2200 Waukegan Rd
Glenview, IL 60025-1759
(42.09484444617989, -87.79823817511082)",,,,,,,"Mary M. Hanley, D.D.S.",Cook,,Dental Clinic,,,
http://data.illinois.gov/Social-Healthcare/IEMA-Dental-Facilities-in-Illinois/678e-ivxs,Illinois,Dental facilities in Illinois who currently posses radiation producing equipment (x-ray or laser).,,Glenview Dental Associates,,,"1639 Waukegan Rd
Glenview, IL 60025-2152
(42.08482915499238, -87.79819981336396)",,,,,,,"Anargyros Antonakos, D.D.S.",Cook,smilesr@msn.com,Dental Clinic,,,
http://data.illinois.gov/Social-Healthcare/IEMA-Dental-Facilities-in-Illinois/678e-ivxs,Illinois,Dental facilities in Illinois who currently posses radiation producing equipment (x-ray or laser).,,"Jensen, Jeanette T., D.D.S.",,,"1500 Waukegan Rd
Glenview, IL 60025-2164
(42.082288102278156, -87.79849195192342)",,,,,,,"Jeanette T. Jensen, D.D.S.",Cook,jeanette@jeanettejensendds.com,Dentist,,,
http://data.illinois.gov/Social-Healthcare/IEMA-Dental-Facilities-in-Illinois/678e-ivxs,Illinois,Dental facilities in Illinois who currently posses radiation producing equipment (x-ray or laser).,,"Marchiori, Daniel J., D.D.S.",,,"1500 Waukegan Rd
Glenview, IL 60025-2165
(42.082288102278156, -87.79849195192342)",,,,,,,"Daniel J. Marchiori, D.D.S.",Cook,,Dentist,,,
http://data.illinois.gov/Social-Healthcare/IEMA-Dental-Facilities-in-Illinois/678e-ivxs,Illinois,Dental facilities in Illinois who currently posses radiation producing equipment (x-ray or laser).,,"Harada, Michael Y., D.D.S.",,,"1500 Waukegan Rd
Glenview, IL 60025-2190
(42.082288102278156, -87.79849195192342)",,,,,,,"Michael Y. Harada, D.D.S.",Cook,,Dentist,,,
http://data.illinois.gov/Social-Healthcare/IEMA-Dental-Facilities-in-Illinois/678e-ivxs,Illinois,Dental facilities in Illinois who currently posses radiation producing equipment (x-ray or laser).,,"Akers, Stohle & Borden, Ltd",,,"1775 Glenview Rd
Glenview, IL 60025-2900
(42.07272422439274, -87.80197630815769)",,,,,,,Holly Wales,Cook,hollywales@live.com,Dental Clinic,,,
http://data.illinois.gov/Social-Healthcare/IEMA-Dental-Facilities-in-Illinois/678e-ivxs,Illinois,Dental facilities in Illinois who currently posses radiation producing equipment (x-ray or laser).,,"Best Endodontics of Glenview, Ltd.",,,"1775 Glenview Rd
Glenview, IL 60025-2900
(42.07272422439274, -87.80197630815769)",,,,,,,"Martin J. Rogers, D.D.S.",Cook,kathy@bestendoglenview.com,Dental Clinic,,,
http://data.illinois.gov/Social-Healthcare/IEMA-Dental-Facilities-in-Illinois/678e-ivxs,Illinois,Dental facilities in Illinois who currently posses radiation producing equipment (x-ray or laser).,,"Cho, Ha-Yong, D.D.S.",,,"1775 Glenview Rd
Glenview, IL 60025-2900
(42.07272422439274, -87.80197630815769)",,,,,,,"Ha-Yong Cho, D.D.S.",Cook,chodds@comcast.net,Dentist,,,
http://data.illinois.gov/Social-Healthcare/IEMA-Dental-Facilities-in-Illinois/678e-ivxs,Illinois,Dental facilities in Illinois who currently posses radiation producing equipment (x-ray or laser).,,Glengrove Dental Associates,,,"1805 Glenview Rd
Glenview, IL 60025-2909
(42.072700298714686, -87.80247596771085)",,,,,,,"Harold K. Schmulenson, D.D.S.",Cook,glengrovedental@aol.com,Dental Clinic,,,
http://data.illinois.gov/Social-Healthcare/IEMA-Dental-Facilities-in-Illinois/678e-ivxs,Illinois,Dental facilities in Illinois who currently posses radiation producing equipment (x-ray or laser).,,"Green, Gavin J., D.D.S.",,,"1801 Glenview Rd
Glenview, IL 60025-2909
(42.07269762914826, -87.80231401401474)",,,,,,,"Gavin J. Green, D.D.S.",Cook,,Dentist,,,
http://data.illinois.gov/Social-Healthcare/IEMA-Dental-Facilities-in-Illinois/678e-ivxs,Illinois,Dental facilities in Illinois who currently posses radiation producing equipment (x-ray or laser).,,"Hodur, Robert J., D.D.S.",,,"1800 Glenview Rd
Glenview, IL 60025-2910
(42.07282438417925, -87.80231237436313)",,,,,,,"Robert J. Hodur, D.D.S.",Cook,,Dentist,,,
http://data.illinois.gov/Social-Healthcare/IEMA-Dental-Facilities-in-Illinois/678e-ivxs,Illinois,Dental facilities in Illinois who currently posses radiation producing equipment (x-ray or laser).,,"Lauer, Kurt  D.D.S.",,,"1006 Church St
Glenview, IL 60025-2927
(42.072899625673, -87.8022994423865)",,,,,,,"Kurt W. Lauer, D.D.S.",Cook,kurtlauer@sbcglobal.net,Dentist,,,
http://data.illinois.gov/Social-Healthcare/IEMA-Dental-Facilities-in-Illinois/678e-ivxs,Illinois,Dental facilities in Illinois who currently posses radiation producing equipment (x-ray or laser).,,"Yonan, Kenneth P., D.D.S.",,,"1008 Church St
Glenview, IL 60025-2927
(42.07292222618599, -87.8022990973405)",,,,,,,"Kenneth P. Yonan, D.D.S.",Cook,,Dentist,,,
http://data.illinois.gov/Social-Healthcare/IEMA-Dental-Facilities-in-Illinois/678e-ivxs,Illinois,Dental facilities in Illinois who currently posses radiation producing equipment (x-ray or laser).,,Colonial Dental Group,,,"1775 Glenview Rd
Glenview, IL 60025-2943
(42.07272422439274, -87.80197630815769)",,,,,,,"David L. Dooley, D.D.S.",Cook,colonial - dental-group-@comcast.net,Dental Clinic,,,
http://data.illinois.gov/Social-Healthcare/IEMA-Dental-Facilities-in-Illinois/678e-ivxs,Illinois,Dental facilities in Illinois who currently posses radiation producing equipment (x-ray or laser).,,"Malik, Scott A., D.D.S.",,,"1775 Glenview Rd
Glenview, IL 60025-2943
(42.07272422439274, -87.80197630815769)",,,,,,,"Scott A. Malik, D.D.S.",Cook,,Dentist,,,
http://data.illinois.gov/Social-Healthcare/IEMA-Dental-Facilities-in-Illinois/678e-ivxs,Illinois,Dental facilities in Illinois who currently posses radiation producing equipment (x-ray or laser).,,Thometz & Uhland Orthodontics,,,"1775 Glenview Rd
Glenview, IL 60025-2943
(42.07272422439274, -87.80197630815769)",,,,,,,"Mary Anne Thometz & Robert Uhland, D.D.S.",Cook,,Dental Clinic,,,
http://data.illinois.gov/Social-Healthcare/IEMA-Dental-Facilities-in-Illinois/678e-ivxs,Illinois,Dental facilities in Illinois who currently posses radiation producing equipment (x-ray or laser).,,"Parzakonis, John, D.D.S.",,,"1775 Glenview Rd
Glenview, IL 60025-2961
(42.07272422439274, -87.80197630815769)",,,,,,,"John Parzakonis, D.D.S.",Cook,parzdoc@aol.com,Dentist,,,
http://data.illinois.gov/Social-Healthcare/IEMA-Dental-Facilities-in-Illinois/678e-ivxs,Illinois,Dental facilities in Illinois who currently posses radiation producing equipment (x-ray or laser).,,Associated Periodontists,,,"1775 Glenview Rd
Glenview, IL 60025-2999
(42.07272422439274, -87.80197630815769)",,,,,,,"Kenneth W. Bueltmann , D.D.S.",Cook,,Dental Clinic,,,
http://data.illinois.gov/Social-Healthcare/IEMA-Dental-Facilities-in-Illinois/678e-ivxs,Illinois,Dental facilities in Illinois who currently posses radiation producing equipment (x-ray or laser).,,"Aver, Alla,  D.D.S.",,,"1300 Waukegan Rd
Glenview, IL 60025-3022
(42.078093176907714, -87.79859485732754)",,,,,,,"Alla Aver, D.D.S.",Cook,allaaverdds@yahoo.com,Dentist,,,
http://data.illinois.gov/Social-Healthcare/IEMA-Dental-Facilities-in-Illinois/678e-ivxs,Illinois,Dental facilities in Illinois who currently posses radiation producing equipment (x-ray or laser).,,Badegian Dental Group,,,"1304 Waukegan Rd
Glenview, IL 60025-3022
(42.078008975578335, -87.79863709060622)",,,,,,,"Jane E. Badegian, D.D.S.",Cook,toothdoctor1304@sbcglobal.net,Dental Clinic,,,
http://data.illinois.gov/Social-Healthcare/IEMA-Dental-Facilities-in-Illinois/678e-ivxs,Illinois,Dental facilities in Illinois who currently posses radiation producing equipment (x-ray or laser).,,"Vicari, Jenise, J., D.D.S.",,,"1132 Waukegan Rd
Glenview, IL 60025-3061
(42.07483763116164, -87.79874774207252)",,,,,,,"Jenise J. Vicari, D.D.S.",Cook,,Dentist,,,
http://data.illinois.gov/Social-Healthcare/IEMA-Dental-Facilities-in-Illinois/678e-ivxs,Illinois,Dental facilities in Illinois who currently posses radiation producing equipment (x-ray or laser).,,Anderson Dental Associates,,,"1132 Waukegan Rd
Glenview, IL 60025-3078
(42.07483763116164, -87.79874774207252)",,,,,,,"Walter D. Heinlein, D.D.S.",Cook,andersondentala@aol.com,Dental Clinic,,,
http://data.illinois.gov/Social-Healthcare/IEMA-Dental-Facilities-in-Illinois/678e-ivxs,Illinois,Dental facilities in Illinois who currently posses radiation producing equipment (x-ray or laser).,,"Cheon, Byung, D.M.D.",,,"4227 Commercial Way
Glenview, IL 60025-3573
(42.0689466401403, -87.86010681293416)",,,,,,,"Byung Cheon, D.M.D.",Cook,byungocheon@yahoo.com,Dentist,,,
http://data.illinois.gov/Social-Healthcare/IEMA-Dental-Facilities-in-Illinois/678e-ivxs,Illinois,Dental facilities in Illinois who currently posses radiation producing equipment (x-ray or laser).,,"Yoshino, Keith N., D.D.S.",,,"3711 Central Rd
Glenview, IL 60025-3801
(42.06575249901816, -87.84989085174908)",,,,,,,"Keith N. Yoshino, D.D.S.",Cook,,Dentist,,,
http://data.illinois.gov/Social-Healthcare/IEMA-Dental-Facilities-in-Illinois/678e-ivxs,Illinois,Dental facilities in Illinois who currently posses radiation producing equipment (x-ray or laser).,,Glenlake Dental Care,,,"946 Harlem Ave
Glenview, IL 60025-4275
(42.07177330764151, -87.80557794677641)",,,,,,,"Mary A. Afzali, D.D.S.",Cook,GLENLAKEINFO@ATT.NET,Dental Clinic,,,
http://data.illinois.gov/Social-Healthcare/IEMA-Dental-Facilities-in-Illinois/678e-ivxs,Illinois,Dental facilities in Illinois who currently posses radiation producing equipment (x-ray or laser).,,Dewes Dental Associates,,,"1730 Dewes St
Glenview, IL 60025-4302
(42.07155510575467, -87.80143671494011)",,,,,,,"Thomas V. Bordignon, D.D.S.",Cook,tomdewesdental@comcast.net,Dental Clinic,,,
http://data.illinois.gov/Social-Healthcare/IEMA-Dental-Facilities-in-Illinois/678e-ivxs,Illinois,Dental facilities in Illinois who currently posses radiation producing equipment (x-ray or laser).,,"Krueger, Chris, D.D.S.",,,"950 River Dr
Glenview, IL 60025-4309
(42.07213145779513, -87.80038553492551)",,,,,,,"Chris Krueger, D.D.S.",Cook,c7858@aol.com,Dentist,,,
http://data.illinois.gov/Social-Healthcare/IEMA-Dental-Facilities-in-Illinois/678e-ivxs,Illinois,Dental facilities in Illinois who currently posses radiation producing equipment (x-ray or laser).,,"Blas, Alan J., D.D.S.",,,"900 Waukegan Rd
Glenview, IL 60025-4315
(42.07037637421556, -87.7999817301503)",,,,,,,"Alan J. Blas, D.D.S.",Cook,,Dentist,,,
http://data.illinois.gov/Social-Healthcare/IEMA-Dental-Facilities-in-Illinois/678e-ivxs,Illinois,Dental facilities in Illinois who currently posses radiation producing equipment (x-ray or laser).,,"Tupy, Raymond, D.D.S.",,,"900 Waukegan Rd
Glenview, IL 60025-4315
(42.07037637421556, -87.7999817301503)",,,,,,,"Raymond Tupy, D.D.S.",Cook,,Dentist,,,
http://data.illinois.gov/Social-Healthcare/IEMA-Dental-Facilities-in-Illinois/678e-ivxs,Illinois,Dental facilities in Illinois who currently posses radiation producing equipment (x-ray or laser).,,Family Dental Practice,,,"9709 Milwaukee Ave
Glenview, IL 60025-4567
(42.058729310958384, -87.8420637248899)",,,,,,,"Kurnville J. Edukutharvaxil, D.D.S.",Cook,,Dental Clinic,,,
http://data.illinois.gov/Social-Healthcare/IEMA-Dental-Facilities-in-Illinois/678e-ivxs,Illinois,Dental facilities in Illinois who currently posses radiation producing equipment (x-ray or laser).,,Family Dental Center,,,"2640 Golf Rd
Glenview, IL 60025-4762
(42.05497399234867, -87.82377306308614)",,,,,,,"Sean Cullinan, D.M.D.",Cook,glenviewfamilydental@gmail.com,Dental Clinic,,,
http://data.illinois.gov/Social-Healthcare/IEMA-Dental-Facilities-in-Illinois/678e-ivxs,Illinois,Dental facilities in Illinois who currently posses radiation producing equipment (x-ray or laser).,,"Minihane, Michael J., Jr., D.D.S.",,,"333 Waukegan Rd
Glenview, IL 60025-5122
(42.06176148885561, -87.7996470641018)",,,,,,,"Michael J. Minihane, Jr., D.D.S.",Cook,gotcha795@aol.com,Dentist,,,
http://data.illinois.gov/Social-Healthcare/IEMA-Dental-Facilities-in-Illinois/678e-ivxs,Illinois,Dental facilities in Illinois who currently posses radiation producing equipment (x-ray or laser).,,"Hannan, David M., D.D.S.",,,"324 Waukegan Rd
Glenview, IL 60025-5161
(42.06159961089031, -87.79973699630472)",,,,,,,"David M. Hannan, D.D.S.",Cook,1davehannan@comcast.net,Dentist,,,
http://data.illinois.gov/Social-Healthcare/IEMA-Dental-Facilities-in-Illinois/678e-ivxs,Illinois,Dental facilities in Illinois who currently posses radiation producing equipment (x-ray or laser).,,"Johnson, Robert, D.M.D.",,,"3633 Lake Ave
Glenview, IL 60025-5801
(42.08642904165291, -87.84968858409461)",,,,,,,"Robert Johnson, D.M.D.",Cook,,Dentist,,,
http://data.illinois.gov/Social-Healthcare/IEMA-Dental-Facilities-in-Illinois/678e-ivxs,Illinois,Dental facilities in Illinois who currently posses radiation producing equipment (x-ray or laser).,,"Gordon, Robert W., D.D.S.",,,"3633 Lake Ave
Glenview, IL 60025-5802
(42.08642904165291, -87.84968858409461)",,,,,,,"Robert W. Gordon, D.D.S.",Cook,,Dentist,,,
http://data.illinois.gov/Social-Healthcare/IEMA-Dental-Facilities-in-Illinois/678e-ivxs,Illinois,Dental facilities in Illinois who currently posses radiation producing equipment (x-ray or laser).,,"Shepstone, Ralph F., D.D.S.",,,"3633 Lake Ave
Glenview, IL 60025-5803
(42.08642904165291, -87.84968858409461)",,,,,,,"Ralph F. Shepstone, D.D.S.",Cook,drs@glenviewfamilydentist.com,Dentist,,,
http://data.illinois.gov/Social-Healthcare/IEMA-Dental-Facilities-in-Illinois/678e-ivxs,Illinois,Dental facilities in Illinois who currently posses radiation producing equipment (x-ray or laser).,,"Jacobs, Paul W., D.D.S.",,,"3633 Lake Ave
Glenview, IL 60025-5804
(42.08642904165291, -87.84968858409461)",,,,,,,"Paul W. Jacobs, D.D.S.",Cook,pwsaj@aol.com,Dentist,,,
http://data.illinois.gov/Social-Healthcare/IEMA-Dental-Facilities-in-Illinois/678e-ivxs,Illinois,Dental facilities in Illinois who currently posses radiation producing equipment (x-ray or laser).,,Lakeshore Dental Associates,,,"3633 Lake Ave
Glenview, IL 60025-5804
(42.08642904165291, -87.84968858409461)",,,,,,,"Mark Sawyer, D.D.S.",Cook,rebmendrel@aol.com,Dental Clinic,,,
